path|romaji
kusamakura-by-soseki-natsume-02809|kotogotoku ga to shi te ken nakere ba nara n . nou , shibai ,
kusamakura-by-soseki-natsume-02810|moshikuha shi naka no jinbutsu to shi te nomi kansatsu shi nakere ba nara n .
kusamakura-by-soseki-natsume-02811|kono kakugo no megane kara , ano onna wo nozoi te miru to ,
kusamakura-by-soseki-natsume-02812|ano onna ha , ima made ken ta onna no uchi de mottomo utsukushii shosa wo suru .
kusamakura-by-soseki-natsume-02813|jibun de utsukushii gei wo shi te miseru to iu ki ga nai dake ni
kusamakura-by-soseki-natsume-02814|yakusha no shosa yori mo nao utsukushii . konna kangae wo motsu yo wo ,
kusamakura-by-soseki-natsume-02815|gokai shi te ha nara n . shakai no koumin to shi te
kusamakura-by-soseki-natsume-02816|fu tekitou da nado to hyoushi te ha mottomo futodoki de aru .
kusamakura-by-soseki-natsume-02817|zen ha okonai gatai , toku ha hodokoshi nikui ,
kusamakura-by-soseki-natsume-02818|sessou ha mamori an kara nu , gi no tame ni inochi wo suteru no ha oshii .
kusamakura-by-soseki-natsume-02819|kore ra wo aete suru no ha nan bito ni totsu te mo kutsuu de aru . sono kutsuu wo okasu tame ni ha ,
kusamakura-by-soseki-natsume-02820|kutsuu ni uchikatsu dake no yukai ga doko ka ni hison de ora ne ba nara n . ga
kusamakura-by-soseki-natsume-02821|to iu mo , shi to iu mo , aru ha shibai to iu mo ,
kusamakura-by-soseki-natsume-02822|kono hisan no uchi ni komoru kaikan no betsugou ni sugi n .
kusamakura-by-soseki-natsume-02823|kono omomuki wo kaishi e te , hajime te go jin no shosa ha
kusamakura-by-soseki-natsume-02824|souretsu ni mo naru , kanga ni mo naru , subete no konku ni uchikatsu te , kyouchuu no ichi ten no
kusamakura-by-soseki-natsume-02825|mujou shumi wo manzoku se shime taku naru . nikutai no kurushimi wo dogai ni oi te ,
kusamakura-by-soseki-natsume-02826|busshitsu ue no fuben wo mono to mo omowa zu , yuumou shou jin no kokoro wo katsu te , jindou no tame ni ,
kusamakura-by-soseki-natsume-02827|teika kuni ni raruru wo omoshiroku omou .
kusamakura-by-soseki-natsume-02828|moshi ninjou naru se maki rikkyaku chi ni tatsu te ,
kusamakura-by-soseki-natsume-02829|geijutsu no teigi wo kudashi eru to sure ba , geijutsu ha , ware ra kyouiku aru shijin no kyo uri ni hison de ,
kusamakura-by-soseki-natsume-02830|ja wo sake sei ni tsuki , kyoku wo shirizoke choku ni kumishi , ja ku wo tasuke kyou wo kujika ne ba ,
kusamakura-by-soseki-natsume-02831|dou shi te mo tae rare nu to iu ichinen no kesshou shi te , san to shi te haku jitsu wo shakaesu mono de aru .
kusamakura-by-soseki-natsume-02832|shibaigi ga aru to nin no koui wo warau koto ga aru . utsukushi ki shumi wo tsuranuka n ga tame ni ,
kusamakura-by-soseki-natsume-02833|fu hitsuyou naru gisei wo aete suru no ninjou ni tooki wo warau no de aru .
kusamakura-by-soseki-natsume-02834|shizen ni u tsukushi ki seikaku wo hakki suru no kikai wo mata zu shi te ,
kusamakura-by-soseki-natsume-02835|muriyari ni jiko no shumi kan wo terau no gu wo warau no de aru .
kusamakura-by-soseki-natsume-02836|makoto ni ko chuu no shousoku wo kaishi e taru mono no shiu ha sono i wo e te iru .
kusamakura-by-soseki-natsume-02837|shumi no nanimono taru wo mo kokoroe nu
kusamakura-by-soseki-natsume-02838|gesu ge rou no , waga iya shiki kokorone ni hikaku shi te ta wo iyashimu ni itatsu te ha yurushi gatai .
kusamakura-by-soseki-natsume-02839|mukashi shi gan tou no gin wo nokoshi te , gojuu take no hibaku wo chokuka shi te
kusamakura-by-soseki-natsume-02840|kyuu tanni omomui ta seinen ga aru . yo no miru tokoro nite ha , kare no seinen ha bi no ichi ji no tame ni ,
kusamakura-by-soseki-natsume-02841|tada sono shi wo unagasu no douki ni itatsu te ha kaishi gatai .
kusamakura-by-soseki-natsume-02842|saredo mo shi sono mono no souretsu wo da ni karadashi e zaru mono ga ,
kusamakura-by-soseki-natsume-02843|ikani shi te fuji murashi no sho sa wo shii e beki . kare ra ha souretsu no saigo wo to guru no
kusamakura-by-soseki-natsume-02844|joushu wo ajiwai e zaru ga yue ni , tatoi seitou no jijou no moto ni mo ,
kusamakura-by-soseki-natsume-02845|toutei souretsu no saigo wo toge e bekara zaru seigen aru ten ni oi te , fujimura ko yori ha
kusamakura-by-soseki-natsume-02846|jinkaku to shi te rettou de aru kara , shiu kenri ga nai mono to yo ha shuchou suru . yo ha gakou de aru .
kusamakura-by-soseki-natsume-02847|gakou de are ba koso shumi senmon no otoko to shi te , tatoi ninjou sekai ni da zai suru mo ,
kusamakura-by-soseki-natsume-02848|touzai ryoudonariri no bo tsu fuuryuu kan yori mo koushou de aru .
kusamakura-by-soseki-natsume-02849|shakai no ichiin to shi te yuuni hoka wo kyouiku su beki chii ni tatsu te iru .
kusamakura-by-soseki-natsume-02850|shi naki mono , e naki mono , geijutsu no tashinami naki mono yori ha , bi ku shiki shosa ga dekiru .
kusamakura-by-soseki-natsume-02851|ninjou sekai ni atsu te , bi ku shiki shosa ha sei de aru , gi de aru , choku de aru .
kusamakura-by-soseki-natsume-02852|sei to gi to choku wo koui no ue ni oi te shimesu mono ha
kusamakura-by-soseki-natsume-02853|tenka no koumin no mohan de aru . shibaraku ninjou kai wo hanare taru yo ha ,
kusamakura-by-soseki-natsume-02854|sukunaku tomo kono ri yo chuu ni ninjou kai ni kaeru hitsuyou ha nai .
kusamakura-by-soseki-natsume-02855|atsu te ha sekkaku no tabi ga muda ni naru . ninjou sekai kara ,
kusamakura-by-soseki-natsume-02856|jarijari suru suna wo furutsu te , soko ni amaru , utsukushii kin nomi wo nagame te kurasa nakere ba nara nu .
kusamakura-by-soseki-natsume-02857|yo mizukara mo shakai no ichiin wo motsu te ninji te ha ora nu .
kusamakura-by-soseki-natsume-02858|junsui naru senmon gaka to shi te , onore sae ,
kusamakura-by-soseki-natsume-02859|tenmen taru rigai no rui saku wo zetsutsu te , yuuni ga furi ni ourai shi te iru .
kusamakura-by-soseki-natsume-02860|iwanya yama wo ya mizu wo ya tanin wo ya .
kusamakura-by-soseki-natsume-02861|nami san no koui dousa to ie do mo tada sono mama no sugata to miru yori hoka ni itashi hou ga nai .
kusamakura-by-soseki-natsume-02862|san chou hodo noboru to , mukou ni shirakabe no hito kamae ga mieru .
kusamakura-by-soseki-natsume-02863|mikan no naka no sumai da na to omou . michi ha kan mo naku ni suji ni kireru .
kusamakura-by-soseki-natsume-02864|shirakabe wo yoko ni ken te hidari ri he oreru toki ,
kusamakura-by-soseki-natsume-02865|furikaetsu tara , shita kara akai koshi maki wo shi ta musume ga agatsu te kuru .
kusamakura-by-soseki-natsume-02866|koshimaki ga shidai ni kotogotoki te , shita kara chairo no hagi ga deru . sune ga deki ttara ,
kusamakura-by-soseki-natsume-02867|wara zouri ni natsu te , sono wara zouri ga dandan ugoi te kuru .
kusamakura-by-soseki-natsume-02868|atama no ue ni yamazakura ga ochikakaru . senaka ni ha hikaru umi wo shotsu te iru .
kusamakura-by-soseki-natsume-02869|soba michi wo nobori kiru to , yama no de bana no taira na tokoro he shutsu ta .
kusamakura-by-soseki-natsume-02870|kitagawa ha midori wo tatamu haru no mine de , kesa e n kara gyoui da atari ka mo shire nai .
kusamakura-by-soseki-natsume-02871|minamigawa ni ha yakeno to mo iu beki chisei ga
kusamakura-by-soseki-natsume-02872|haba hanchou hodo hirogatsu te , matsu ha kuzure ta gake to naru .
kusamakura-by-soseki-natsume-02873|gake no shita ha ima sugi ta mikan yama de , mura wo matai de mukou wo mire ba , me ni iru mono ha
kusamakura-by-soseki-natsume-02874|iwa zu mo shire ta a o umi de aru . michi ha ikusuji mo aru ga , au
kusamakura-by-soseki-natsume-02875|te ha wakare , wakare te ha au kara , dore ga honsuji to mo mitome rare nu .
kusamakura-by-soseki-natsume-02876|dore mo michi de aru kawari ni , dore mo michi de nai .
kusamakura-by-soseki-natsume-02877|kusa no naka ni , kuro akai chi ga , mie tari kakure tari shi te ,
kusamakura-by-soseki-natsume-02878|dono suji ni tsunagaru ka mi wake no tsuka nu tokoro ni
kusamakura-by-soseki-natsume-02879|henka ga atsu te omoshiroi . doko he koshi wo sue ta mono ka to ,
kusamakura-by-soseki-natsume-02880|kusa no naka wo ochikochi to haikai suru . en kara ken ta toki ha e ni naru to omotsu ta keshiki mo ,
kusamakura-by-soseki-natsume-02881|iza to naru to zongai matomara nai . shoku mo shidai ni kaetsu te kuru .
kusamakura-by-soseki-natsume-02882|sougen wo noso tsuku uchi ni , itsu shika kaku ki ga nakunatsu ta .
kusamakura-by-soseki-natsume-02883|egaka nu to sure ba , chii ha kamawa n , doko he de mo suwatsu ta tokoro ga
kusamakura-by-soseki-natsume-02884|waga sumai de aru . shimikon da haru no nichi ga ,
kusamakura-by-soseki-natsume-02885|fukaku kusanone ni komotsu te , dokkato shiri wo orosu to ,
kusamakura-by-soseki-natsume-02886|me ni ira nu kagerou wo fumitsubushi ta you na kokoromochi ga suru . umi ha ashi no shita ni hikaru .
kusamakura-by-soseki-natsume-02887|shagiru kumo no hito hira sae mota nu haru no nichiei ha ,
kusamakura-by-soseki-natsume-02888|amaneku mizu no ue wo terashi te , itsu no kan ni ka hotobori ha
kusamakura-by-soseki-natsume-02889|nami no soko made shimi watatsu ta to omowa ruru hodo atataka ni mieru .
kusamakura-by-soseki-natsume-02890|shoku ha hito hake no kon jou wo taira ni nagashi taru tokorodokoro ni ,
kusamakura-by-soseki-natsume-02891|shirokane no sai rin wo tatamin de komayaka ni ugoi te iru .
kusamakura-by-soseki-natsume-02892|haru no nichi ha kagirinaki ame ga shita wo terashi te ,
kusamakura-by-soseki-natsume-02893|tengashita ha kagirinaki mizu wo tatae taru kan ni ha ,
kusamakura-by-soseki-natsume-02894|shiroki ho ga koyubi no tsume hodo ni mieru nomi de aru . shikamo sono ho ha mattaku ugoka nai .
kusamakura-by-soseki-natsume-02895|sono kami nyuu kou no koma bune ga tooku kara watatsu te kuru toki ni ha ,
kusamakura-by-soseki-natsume-02896|anna ni mie ta de arou . sono hoka ha dai sen sekai wo kiwamete , terasu nichi no yo ,
kusamakura-by-soseki-natsume-02897|terasa ruru umi no yo nomi de aru . gorori to neru . boushi ga hitai wo subetsu te ,
kusamakura-by-soseki-natsume-02898|yake ni amida to naru . tokorodokoro no kusa wo ichini shaku nui te ,
kusamakura-by-soseki-natsume-02899|boke no shou kabu ga shigetsu te iru . yo ga kao ha choudo sono ichi tsu no mae ni ochi ta . boke ha omoshiroi hana de aru .
kusamakura-by-soseki-natsume-02900|eda ha ganko de , katsute magatsu ta koto ga nai . son nara massugu ka to iu to ,
kusamakura-by-soseki-natsume-02901|kesshite manao de mo nai . tada manao na mijikai eda ni ,
kusamakura-by-soseki-natsume-02902|manao na mijikai eda ga , aru kakudo de shoutotsu shi te , sha ni kamae tsutsu
kusamakura-by-soseki-natsume-02903|zentai ga dekiatsu te iru . soko he , be ni da ka shiro da ka
kusamakura-by-soseki-natsume-02904|youryou wo e nu hana ga a n kan to saku . yawarakai ha sae chirachira tsukeru . hyoushi te miru to
kusamakura-by-soseki-natsume-02905|boke ha hana no uchi de , oroka ni shi te satotsu ta mono de arou .
kusamakura-by-soseki-natsume-02906|seken ni ha setsu wo mamoru to iu nin ga aru . kono ningara ise ni umarekawaru to
kusamakura-by-soseki-natsume-02907|kitto boke ni naru . yo mo boke ni nari tai . kodomo no uchi hana no sai ta , ha
kusamakura-by-soseki-natsume-02908|no tsui ta boke wo kitsu te , omoshiroku eda buri wo tsukutsu te , hitsu ka wo koshirae ta koto ga aru .
kusamakura-by-soseki-natsume-02909|sore he ni sen go rin no sui hitsu wo tatekake te , shiroi ho ga
kusamakura-by-soseki-natsume-02910|hana to ha no kan kara , inken suru no wo tsukue he nose te raku n da .
kusamakura-by-soseki-natsume-02911|sono nichi ha boke no hi tsu ka bakari ki ni shi te ne ta . akurunichi ,
kusamakura-by-soseki-natsume-02912|me ga sameru ya ina ya , tobioki te , tsukue no mae he itsu te miru to , hana ha nae
kusamakura-by-soseki-natsume-02913|ha ha kare te , shiroi ho dake ga moto no gotoku hikatsu te iru . anna ni kirei na mono ga ,
kusamakura-by-soseki-natsume-02914|dou shi te , kou ichi ban no uchi ni , kareru darou to , sono toki ha fushin no nen ni tae nakatsu ta .
kusamakura-by-soseki-natsume-02915|ima omou to sono jibun no hou ga yohodo shutsu seken teki de aru .
kusamakura-by-soseki-natsume-02916|neru ya hi ya me ni tsui ta boke ha nijuu nen rai no kyuu chiki de aru .
kusamakura-by-soseki-natsume-02917|kentsume te iru to shidai ni ki ga tooku natsu te , ii kokoromochi ni naru . mata shikyou ga ukabu .
kusamakura-by-soseki-natsume-02918|ne nagara kangaeru . ikku wo eru goto ni shasei chou ni shirushi te iku .
kusamakura-by-soseki-natsume-02919|shibaraku shi te dekiatsu ta you da . hajime kara yominaoshi te miru . demon ta shoshi .
kusamakura-by-soseki-natsume-02920|ki . chou
kusamakura-by-soseki-natsume-02921|kabura en . daishi koji tobira .
kusamakura-by-soseki-natsume-02922|sunshin nani youchou . hyoubyou bou
kusamakura-by-soseki-natsume-02923|aa deki ta , deki ta . kore de deki ta . ne nagara boke wo mi te ,
kusamakura-by-soseki-natsume-02924|yononaka wo wasure te iru kanji ga yoku shutsu ta . boke ga shutsu nakutsu te mo , umi ga shutsu nakutsu te mo ,
kusamakura-by-soseki-natsume-02925|kanji sae dere ba sore de kekkou de aru . to unari nagara , yorokon de iru to ,
kusamakura-by-soseki-natsume-02926|ehen to iu ningen no sekibarai ga bune ta . koitsu ha odoroi ta . negaeri wo shi te ,
kusamakura-by-soseki-natsume-02927|koe no hibii ta hou wo miru to , yama no debana wo mawatsu te , zou ki no kan kara ,
kusamakura-by-soseki-natsume-02928|hitori no otoko ga araware ta . cha no naka ore wo kabutsu te iru . nakaorere no katachi ha kuzure te ,
kusamakura-by-soseki-natsume-02929|katamuku heri no shita kara me ga mieru . me no kakkou ha wakara n ga ,
kusamakura-by-soseki-natsume-02930|tashika ni kyorokyoro to kyorotsuku you da . ai no shima mono no shiri wo hashotsu te ,
kusamakura-by-soseki-natsume-02931|su ashi ni geta gake no idetachi ha , nani da ka kantei ga tsuka nai .
kusamakura-by-soseki-natsume-02932|ya sei no hige dake de handan suru to masani no bushi no kachi ha aru .
kusamakura-by-soseki-natsume-02933|otoko ha soba michi wo oriru ka to omoi no hoka , magarikado kara mata hikikaeshi ta .
kusamakura-by-soseki-natsume-02934|moto rai ta michi he sugata wo kakusu ka to omou to , sou de mo nai .
kusamakura-by-soseki-natsume-02935|mata aruki naoshi te kuru . kono sougen wo , sanpo suru nin no hoka ni ,
kusamakura-by-soseki-natsume-02936|konna ni iki tsu modori tsu suru mono ha nai hazu da . shikashi are ga sanpo no sugata de arou ka .
kusamakura-by-soseki-natsume-02937|mata anna otoko ga kono kin pen ni sun de iru to mo kangae rare nai .
kusamakura-by-soseki-natsume-02938|otoko ha tokidoki tachidomaru . kubi wo katamukeru . mata ha shihou wo ken kaiwasu .
kusamakura-by-soseki-natsume-02939|daini kangaekomu you ni mo aru . nin wo machiawaseru kaze ni mo tora reru .
kusamakura-by-soseki-natsume-02940|nani da ka wakara nai . yo ha kono bussou na otoko kara , tsuini ware me wo hanasu koto ga deki nakatsu ta .
kusamakura-by-soseki-natsume-02941|betsu ni osoroshii de mo nai , mata e ni shiyou to iu ki mo shutsu nai .
kusamakura-by-soseki-natsume-02942|tada me wo hanasu koto ga deki nakatsu ta . migi kara hidari , hidari ri kara migi to ,
kusamakura-by-soseki-natsume-02943|otoko ni sou te , me wo hataraka se te iru uchi ni ,
kusamakura-by-soseki-natsume-02944|otoko ha hatato ryuutsu ta . tomaru to tomo ni , mata hitori no jinbutsu ga ,
kusamakura-by-soseki-natsume-02945|yo ga shikai nite n shu tsu sa re ta . futari ha sou hou de go ni ninshiki shi ta you ni ,
kusamakura-by-soseki-natsume-02946|shidai ni souhou kara chikazui te kuru . yo ga shikai ha dandan chijimatsu te , hara no mannaka de
kusamakura-by-soseki-natsume-02947|ichi ten nose maki kan ni tatama re te shimau . futari
kusamakura-by-soseki-natsume-02948|ha haru no yama wo se ni , haru no umi wo mae ni ,
kusamakura-by-soseki-natsume-02949|pitari to mukiatsu ta . otoko ha muron rei no no bushi de aru . aite ha ？   aite ha onna de aru .
kusamakura-by-soseki-natsume-02950|nami san de aru . yo ha nami san no sugata wo ken ta toki ,
kusamakura-by-soseki-natsume-02951|sugu kesa no tantou wo rensou shi ta . moshi ya futokoro ni non de ori ha se nu ka to omotsu tara ,
kusamakura-by-soseki-natsume-02952|sasuga hinin jou no yo mo tada , hiyari to shi ta .
kusamakura-by-soseki-natsume-02953|danjo ha mukiau ta mama , shibaraku ha , onaji taido de tatsu te iru .
kusamakura-by-soseki-natsume-02954|ugoku keshiki ha mie nu . kuchi ha ugokashi te iru ka mo shire n ga ,
kusamakura-by-soseki-natsume-02955|kotoba ha marude bune nu . otoko ha yagate kubi wo tare ta .
kusamakura-by-soseki-natsume-02956|onna ha yama no hou wo muku . kao ha yo no me ni ira nu .
kusamakura-by-soseki-natsume-02957|yama de ha uguisu ga naku . onna ha uguisu ni mimi wo shakushi te ,
kusamakura-by-soseki-natsume-02958|iru to mo mieru . shibaraku suru to , otoko ha kitto , tare ta kubi wo age te ,
kusamakura-by-soseki-natsume-02959|nakaba kubisu wo megurashi kakeru . jinjou no sama de ha nai .
kusamakura-by-soseki-natsume-02960|onna ha satsu to karada wo hirai te , umi no hou he mukinaoru . obi no kan kara
kusamakura-by-soseki-natsume-02961|atama wo dashi te iru no ha kai ken rashii . otoko ha kouzen to shi te , iki kakaru .
kusamakura-by-soseki-natsume-02962|onna ha futa ashi bakari , otoko no kakato wo nuu te susumu .
kusamakura-by-soseki-natsume-02963|onna ha zouri ba ki de aru . otoko no tomatsu ta no ha ,
kusamakura-by-soseki-natsume-02964|yobi tome rare ta no ka . furimuku shunkan ni onna nome te ha obi no kan he ochi ta . abunai !
kusamakura-by-soseki-natsume-02965|sururi to nukeshutsu ta no ha , kyuu sun go fun ka to omoi no hoka ,
kusamakura-by-soseki-natsume-02966|saifu no you na tsutsumimono de aru . sashidashi ta shiroi te no shita kara , nagai himo ga furafura to shun puu ni yureru .
kusamakura-by-soseki-natsume-02967|kataashi wo mae ni , koshi kara ue wo sukoshi sorashi te , sashidashi ta , shiroi tekubi ni , murasaki no tsutsumi .
kusamakura-by-soseki-natsume-02968|kore dake no shisei de juubun e ni ha narou . murasaki de chotto kire ta zumen ga ,
kusamakura-by-soseki-natsume-02969|nisan sun no kankaku wo totsu te , furikaeru otoko no tai no konashi guai de , umai anbai ni tsunaga re te iru .
kusamakura-by-soseki-natsume-02970|fusoku furi to ha kono setsuna no arisama wo keiyou su beki kotoba to omou .
kusamakura-by-soseki-natsume-02971|onna ha mae wo hiku taido de , otoko ha shirie ni hika re ta yousu da . shikamo sore ga
kusamakura-by-soseki-natsume-02972|jissai ni hii te mo hika re te mo ora n . ryousha no en ha
kusamakura-by-soseki-natsume-02973|murasaki no saifu no jin kuru tokoro de , fu tsuri to kire te iru .
